source_id,title,status,post_name,source_terms,mapped_terms,source_link,live_url,live_status,excerpt_length,content_length
742,Plastic Gears Reinvented: 3D Printed Molds for Rapid Product Development,publish,plastic-gears-reinvented-3d-printed-molds-for-rapid-product-development,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/plastic-gears-reinvented-3d-printed-molds-for-rapid-product-development/,https://www.agma.org/event/plastic-gears-reinvented-3d-printed-molds-for-rapid-product-development/,200,41,4656
744,Maximizing Manufacturing Efficiency: Using Additive Manufacturing to Consolidate Parts and Enhance Functionality,publish,maximizing-manufacturing-efficiency-using-additive-manufacturing-to-consolidate-parts-and-enhance-functionality,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/maximizing-manufacturing-efficiency-using-additive-manufacturing-to-consolidate-parts-and-enhance-functionality/,https://www.agma.org/event/maximizing-manufacturing-efficiency-using-additive-manufacturing-to-consolidate-parts-and-enhance-functionality/,200,42,5102
747,Managing Uyghur Forced Labor Prevention Act Compliance and Supply Chain Risks,publish,managing-uyghur-forced-labor-prevention-act-compliance-and-supply-chain-risks,"on-demand-webinars,trade-on-demand-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/managing-uyghur-forced-labor-prevention-act-compliance-and-supply-chain-risks/,https://www.agma.org/event/managing-uyghur-forced-labor-prevention-act-compliance-and-supply-chain-risks/,200,32,1877
749,Inspecting Gears with Industrial X-ray CT,publish,inspecting-gears-with-industrial-x-ray-ct,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/inspecting-gears-with-industrial-x-ray-ct/,https://www.agma.org/event/inspecting-gears-with-industrial-x-ray-ct/,200,43,4288
752,"Increasing Productivity through Digitalization: Open, Versatile, Transparent",publish,increasing-productivity-through-digitalization-open-versatile-transparent,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/increasing-productivity-through-digitalization-open-versatile-transparent/,https://www.agma.org/event/increasing-productivity-through-digitalization-open-versatile-transparent/,200,44,5161
754,Generating Ultrafine Surface Finishes on Gear Teeth for EV Applications,publish,generating-ultrafine-surface-finishes-on-gear-teeth-for-ev-applications,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/generating-ultrafine-surface-finishes-on-gear-teeth-for-ev-applications/,https://www.agma.org/event/generating-ultrafine-surface-finishes-on-gear-teeth-for-ev-applications/,200,52,3741
758,Cybersecurity Compliance for U.S. Government Contractors,publish,cybersecurity-compliance-for-u-s-government-contractors,"on-demand-webinars,trade-on-demand-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/cybersecurity-compliance-for-u-s-government-contractors/,https://www.agma.org/event/cybersecurity-compliance-for-u-s-government-contractors/,200,33,2102
902,Prerecorded - Detailed Gear Design,publish,detailed-gear-design-beyond-simple-service-factors,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/detailed-gear-design-beyond-simple-service-factors/,https://www.agma.org/event/detailed-gear-design-beyond-simple-service-factors/,200,52,3347
969,Prerecorded - Gear Failure Analysis,publish,prerecorded-gear-failure-analysis,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/prerecorded-gear-failure-analysis/,https://www.agma.org/event/prerecorded-gear-failure-analysis/,200,53,3865
970,Prerecorded - Gearbox CSI: Gears Only,publish,prerecorded-gearbox-csi-gears-only,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/prerecorded-gearbox-csi-gears-only/,https://www.agma.org/event/prerecorded-gearbox-csi-gears-only/,200,43,4504
971,Prerecorded - Basics of Gearing,publish,prerecorded-basics-of-gearing,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/prerecorded-basics-of-gearing/,https://www.agma.org/event/prerecorded-basics-of-gearing/,200,49,4899
1105,"Gear Microgeometry Based Load Distribution Analysis for Gear Noise, Dynamics and Design Assessments",publish,gear-microgeometry-based-load-distribution-analysis-for-gear-noise-dynamics-and-design-assessments,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/gear-microgeometry-based-load-distribution-analysis-for-gear-noise-dynamics-and-design-assessments/,https://www.agma.org/event/gear-microgeometry-based-load-distribution-analysis-for-gear-noise-dynamics-and-design-assessments/,200,46,3867
1106,Prerecorded – How to Read and Interpret a Gear Inspection Report,publish,how-to-read-and-interpret-a-gear-inspection-report,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/how-to-read-and-interpret-a-gear-inspection-report/,https://www.agma.org/event/how-to-read-and-interpret-a-gear-inspection-report/,200,78,4768
1107,Analytical Gear Chart Interpretation: Parts 1 & 2,publish,analytical-gear-chart-interpretation-parts-1-2,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/analytical-gear-chart-interpretation-parts-1-2/,https://www.agma.org/event/analytical-gear-chart-interpretation-parts-1-2/,404,64,2807
1110,Gear Design’s Stepchild Root Fillet Configuration!,publish,gear-designs-stepchild-root-fillet-configuration,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/gear-designs-stepchild-root-fillet-configuration/,https://www.agma.org/event/gear-designs-stepchild-root-fillet-configuration/,200,53,5103
1112,Get Into Gears Employee Recruitment Toolkit – An Overview,publish,get-into-gears-employee-recruitment-toolkit-an-overview,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/get-into-gears-employee-recruitment-toolkit-an-overview/,https://www.agma.org/event/get-into-gears-employee-recruitment-toolkit-an-overview/,200,71,1936
1114,"Additive Manufacturing Technologies for Gears, AGMA’s Emerging Technology White Paper Webinar",publish,additive-manufacturing-technologies-for-gears-agmas-emerging-technology-white-paper-webinar,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/additive-manufacturing-technologies-for-gears-agmas-emerging-technology-white-paper-webinar/,https://www.agma.org/event/additive-manufacturing-technologies-for-gears-agmas-emerging-technology-white-paper-webinar/,200,73,1467
1115,Metallurgy of Gear Materials,publish,metallurgy-of-gear-materials,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/metallurgy-of-gear-materials/,https://www.agma.org/event/metallurgy-of-gear-materials/,200,56,3276
1116,Troubleshooting of Gearboxes,publish,troubleshooting-of-gearboxes,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/troubleshooting-of-gearboxes/,https://www.agma.org/event/troubleshooting-of-gearboxes/,200,56,3381
1118,How to Spec a Gear,publish,how-to-spec-a-gear,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/how-to-spec-a-gear/,https://www.agma.org/event/how-to-spec-a-gear/,200,46,7800
1119,Contact Stresses,publish,contact-stresses,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/contact-stresses/,https://www.agma.org/event/contact-stresses/,200,44,2956
1120,"Gearbox Field Inspections: Load Distribution, Lubrication, and Condition Monitoring",publish,gearbox-field-inspections-load-distribution-lubrication-and-condition-monitoring,"courses,on-demand-courses","courses,on-demand-courses",https://agmastag.wpenginepowered.com/event/gearbox-field-inspections-load-distribution-lubrication-and-condition-monitoring/,https://www.agma.org/event/gearbox-field-inspections-load-distribution-lubrication-and-condition-monitoring/,200,53,3591
1206,Backlash and the Future of Robotic Applications,publish,backlash-and-the-future-of-robotic-applications,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/backlash-and-the-future-of-robotic-applications/,https://www.agma.org/event/backlash-and-the-future-of-robotic-applications/,200,51,3779
1215,State of the U.S. Steel Industry,publish,state-of-the-u-s-steel-industry,"on-demand-webinars,trade-on-demand-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/state-of-the-u-s-steel-industry/,https://www.agma.org/event/state-of-the-u-s-steel-industry/,200,37,2939
1216,What’s Going on with Section 301 and Section 232 Tariffs?,publish,whats-going-on-with-section-301-and-section-232-tariffs,"on-demand-webinars,trade-on-demand-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/whats-going-on-with-section-301-and-section-232-tariffs/,https://www.agma.org/event/whats-going-on-with-section-301-and-section-232-tariffs/,200,34,2205
1217,What the Bearing and Gear Industries Need to Know about New Government Contracting Requirements,publish,what-the-bearing-and-gear-industries-need-to-know-about-new-government-contracting-requirements,"on-demand-webinars,trade-on-demand-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/what-the-bearing-and-gear-industries-need-to-know-about-new-government-contracting-requirements/,https://www.agma.org/event/what-the-bearing-and-gear-industries-need-to-know-about-new-government-contracting-requirements/,200,85,1455
1220,Possible U.S. Carbon Tariffs & Subsidies for EV Production - Prospects for Bearing and Gear Companies,publish,possible-u-s-carbon-tariffs-subsidies-for-ev-production-prospects-for-bearing-and-gear-companies,"on-demand-webinars,trade-on-demand-webinars,trade-webinars","on-demand-webinars,on-demand-trade-webinars",https://agmastag.wpenginepowered.com/event/possible-u-s-carbon-tariffs-subsidies-for-ev-production-prospects-for-bearing-and-gear-companies/,https://www.agma.org/event/possible-u-s-carbon-tariffs-subsidies-for-ev-production-prospects-for-bearing-and-gear-companies/,200,85,1691
1222,Key Trade Issues for Decision 2024,publish,key-trade-issues-for-decision-2024,"on-demand-webinars,trade-on-demand-webinars","on-demand-webinars,on-demand-trade-webinars",https://agmastag.wpenginepowered.com/event/key-trade-issues-for-decision-2024/,https://www.agma.org/event/key-trade-issues-for-decision-2024/,200,225,2845
1259,CMMC 2.0 Proposed Rule: Implications for Defense Contractors,publish,cmmc-2-0-proposed-rule-implications-for-defense-contractors,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/cmmc-2-0-proposed-rule-implications-for-defense-contractors/,https://www.agma.org/event/cmmc-2-0-proposed-rule-implications-for-defense-contractors/,200,60,2831
1413,AGMA Gear Market Report Annual Webinar,publish,agma-gear-market-report-annual-webinar,"on-demand-webinars,webinars","on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/agma-gear-market-report-annual-webinar/,https://www.agma.org/event/agma-gear-market-report-annual-webinar/,200,44,3052
1449,How Clean Steels Support Emerging Automotive Gear &amp; Bearing Technologies,publish,how-clean-steels-support-emerging-automotive-gear-bearing-technologies,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/how-clean-steels-support-emerging-automotive-gear-bearing-technologies/,https://www.agma.org/event/how-clean-steels-support-emerging-automotive-gear-bearing-technologies/,200,42,5131
1585,Practical Challenges in Predicting Gear Reliability Utilizing Big Data and Digital Twins,publish,may-emerging-tech-webinar,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/may-emerging-tech-webinar/,https://www.agma.org/event/may-emerging-tech-webinar/,200,46,5890
1595,Laser Powder DED - Technical Overview,publish,may-emerging-tech-webinar-2,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/may-emerging-tech-webinar-2/,https://www.agma.org/event/may-emerging-tech-webinar-2/,200,47,6434
1596,Convoloid Gearing: Case Studies with a New Type of Gear Technology,publish,convoloid-gearing-case-studies-with-a-new-type-of-gear-technology,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/convoloid-gearing-case-studies-with-a-new-type-of-gear-technology/,https://www.agma.org/event/convoloid-gearing-case-studies-with-a-new-type-of-gear-technology/,200,49,8878
1597,Eliminate Distortion by Engineering your Heat Treatment Quench with 4DQ,publish,july-emerging-tech-webinar,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/july-emerging-tech-webinar/,https://www.agma.org/event/july-emerging-tech-webinar/,200,47,5574
1623,5 Ways to Reduce Risk of an Organization Being Hacked,publish,five-ways-to-reduce-risk-of-an-organization-being-hacked,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/five-ways-to-reduce-risk-of-an-organization-being-hacked/,https://www.agma.org/event/five-ways-to-reduce-risk-of-an-organization-being-hacked/,200,54,5956
1740,TDEC Committee Restructuring Webinar,publish,tdec-committee-restructuring-webinar,"on-demand-webinars,webinars","on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/tdec-committee-restructuring-webinar/,https://www.agma.org/event/tdec-committee-restructuring-webinar/,200,46,3896
1765,Online Workforce Training: Fundamentals of Gearing 2.0,publish,online-workforce-training-fundamentals-of-gearing-2-0,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/online-workforce-training-fundamentals-of-gearing-2-0/,https://www.agma.org/event/online-workforce-training-fundamentals-of-gearing-2-0/,200,65,2290
1766,Online Workforce Training: Hobbing 2.0,publish,online-workforce-training-hobbing-2-0,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/online-workforce-training-hobbing-2-0/,https://www.agma.org/event/online-workforce-training-hobbing-2-0/,200,49,2366
1973,Online Workforce Training: Parallel Gear Inspection - 2.0,publish,online-workforce-training-parallel-gear-inspection-2-0,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/online-workforce-training-parallel-gear-inspection-2-0/,https://www.agma.org/event/online-workforce-training-parallel-gear-inspection-2-0/,200,66,2254
1979,Flexible Automation for High-Mix Gear Manufacturers,publish,flexible-automation-for-high-mix-gear-manufacturers,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/flexible-automation-for-high-mix-gear-manufacturers/,https://www.agma.org/event/flexible-automation-for-high-mix-gear-manufacturers/,200,425,7583
2040,Intelligent Manufacturing Augmentation: The Copilot Model for Generative AI,publish,intelligent-manufacturing-augmentation-the-copilot-model-for-generative-ai,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/intelligent-manufacturing-augmentation-the-copilot-model-for-generative-ai/,https://www.agma.org/event/intelligent-manufacturing-augmentation-the-copilot-model-for-generative-ai/,200,52,8112
2202,Asia-Pacific Security Policy and What Future Developments in the Region Mean for Bearing and Gear Companies,publish,asia-pacific-security-policy-and-what-future-developments-in-the-region-mean-for-bearing-and-gear-companies-2,"on-demand-webinars,trade-on-demand-webinars,trade-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/asia-pacific-security-policy-and-what-future-developments-in-the-region-mean-for-bearing-and-gear-companies-2/,https://www.agma.org/event/asia-pacific-security-policy-and-what-future-developments-in-the-region-mean-for-bearing-and-gear-companies-2/,200,437,3972
2204,2024 Election Results and US Trade and Investment Update:  What to expect for the first 100 days of the second Trump Administration,publish,2024-election-results-and-us-trade-and-investment-update,"on-demand-webinars,trade-on-demand-webinars,trade-webinars,webinars","on-demand-webinars,on-demand-trade-webinars,webinars",https://agmastag.wpenginepowered.com/event/2024-election-results-and-us-trade-and-investment-update/,https://www.agma.org/event/2024-election-results-and-us-trade-and-investment-update/,200,208,3931
2281,Wind Turbine Gear Committee Meeting,publish,wind-turbine-gear-committee-meeting-2,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/wind-turbine-gear-committee-meeting-2/,https://www.agma.org/event/wind-turbine-gear-committee-meeting-2/,200,35,223
2322,Aerospace Gearing Committee Meeting,publish,aerospace-gearing-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/aerospace-gearing-committee-meeting/,https://www.agma.org/event/aerospace-gearing-committee-meeting/,200,0,223
2332,Sound &amp; Vibration Committee (Face-to-Face),publish,sound-vibration-committee-face-to-face,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/sound-vibration-committee-face-to-face/,https://www.agma.org/event/sound-vibration-committee-face-to-face/,200,0,223
2333,Sound &amp; Vibration Committee (Face-to-Face),publish,sound-vibration-committee-face-to-face-2,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/sound-vibration-committee-face-to-face-2/,https://www.agma.org/event/sound-vibration-committee-face-to-face-2/,200,0,223
2334,Cylindrical Gear Rating Committee Meeting,publish,cylindrical-gear-rating-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/cylindrical-gear-rating-committee-meeting/,https://www.agma.org/event/cylindrical-gear-rating-committee-meeting/,200,0,223
2336,Flexible Couplings Committee Meeting,publish,flexible-couplings-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/flexible-couplings-committee-meeting/,https://www.agma.org/event/flexible-couplings-committee-meeting/,200,35,0
2473,Exploring Nanocomposite Coatings for Gears,publish,exploring-nanocomposite-coatings-for-gears,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/exploring-nanocomposite-coatings-for-gears/,https://www.agma.org/event/exploring-nanocomposite-coatings-for-gears/,200,88,7819
2684,Wind Turbine Gear Committee Meeting,publish,wind-turbine-gear-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/wind-turbine-gear-committee-meeting/,https://www.agma.org/event/wind-turbine-gear-committee-meeting/,200,35,223
2685,Sound &amp; Vibration Committee,publish,sound-vibration-committee,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/sound-vibration-committee/,https://www.agma.org/event/sound-vibration-committee/,200,0,223
2686,Cylindrical Gear Rating Committee Meeting,publish,cylindrical-gear-rating-committee-meeting-2,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/cylindrical-gear-rating-committee-meeting-2/,https://www.agma.org/event/cylindrical-gear-rating-committee-meeting-2/,200,0,223
2687,Cutting Tools Committee Meeting,publish,cutting-tools-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/cutting-tools-committee-meeting/,https://www.agma.org/event/cutting-tools-committee-meeting/,200,0,223
2785,A Discussion with LIFT’s CTO on Aligning with DoD Priorities,publish,a-discussion-with-lifts-cto-on-aligning-with-dod-priorities,"emerging-technology-on-demand-webinars,on-demand-webinars","on-demand-emerging-technology-webinars,on-demand-webinars",https://agmastag.wpenginepowered.com/event/a-discussion-with-lifts-cto-on-aligning-with-dod-priorities/,https://www.agma.org/event/a-discussion-with-lifts-cto-on-aligning-with-dod-priorities/,200,362,5919
2812,Bevel Gearing Committee Meeting,publish,bevel-gearing-committee-meeting,committee-meeting,committee-meetings,https://agmastag.wpenginepowered.com/event/bevel-gearing-committee-meeting/,https://www.agma.org/event/bevel-gearing-committee-meeting/,200,0,223
2862,Ring Gear Repaired with Dievar Material by Laser-Powder Direct Energy Deposition (LP-DED),publish,ring-gear-repaired-with-dievar-material-by-laser-powder-direct-energy-deposition-lp-ded,"emerging-technology-on-demand-webinars,on-demand-webinars","on-demand-emerging-technology-webinars,on-demand-webinars",https://agmastag.wpenginepowered.com/event/ring-gear-repaired-with-dievar-material-by-laser-powder-direct-energy-deposition-lp-ded/,https://www.agma.org/event/ring-gear-repaired-with-dievar-material-by-laser-powder-direct-energy-deposition-lp-ded/,200,231,9400
3020,The Near Future of Mechanical Drive for Humanoid Robots,publish,the-near-future-of-mechanical-drive-for-humanoid-robots,"emerging-technology-on-demand-webinars,on-demand-webinars","on-demand-emerging-technology-webinars,on-demand-webinars",https://agmastag.wpenginepowered.com/event/the-near-future-of-mechanical-drive-for-humanoid-robots/,https://www.agma.org/event/the-near-future-of-mechanical-drive-for-humanoid-robots/,200,237,9543
3021,Trade and Tax Policy Update,publish,trade-and-tax-policy-update,"on-demand-webinars,trade-on-demand-webinars","on-demand-webinars,on-demand-trade-webinars",https://agmastag.wpenginepowered.com/event/trade-and-tax-policy-update/,https://www.agma.org/event/trade-and-tax-policy-update/,200,169,14024
3184,Making Sense of the Current Automotive Landscape,publish,making-sense-of-the-current-automotive-landscape,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/making-sense-of-the-current-automotive-landscape/,https://www.agma.org/event/making-sense-of-the-current-automotive-landscape/,200,99,5967
3317,Formazione per la Forza Lavoro: I principi di base degli ingranaggi,publish,formazione-per-la-forza-lavoro-i-principi-di-base-degli-ingranaggi,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/formazione-per-la-forza-lavoro-i-principi-di-base-degli-ingranaggi/,https://www.agma.org/event/formazione-per-la-forza-lavoro-i-principi-di-base-degli-ingranaggi/,200,315,2725
3333,Uncovering the Real Trajectory of the Humanoid Robot Market,publish,uncovering-the-real-trajectory-of-the-humanoid-robot-market,"emerging-technology-on-demand-webinars,on-demand-webinars,webinars","on-demand-emerging-technology-webinars,on-demand-webinars,webinars",https://agmastag.wpenginepowered.com/event/uncovering-the-real-trajectory-of-the-humanoid-robot-market/,https://www.agma.org/event/uncovering-the-real-trajectory-of-the-humanoid-robot-market/,200,355,5868
3350,Formazione per la Forza Lavoro: Principi Base della Dentatura a Creatore,publish,formazione-per-la-forza-lavoro-principi-base-della-dentatura-a-creatore,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/formazione-per-la-forza-lavoro-principi-base-della-dentatura-a-creatore/,https://www.agma.org/event/formazione-per-la-forza-lavoro-principi-base-della-dentatura-a-creatore/,200,146,2418
3545,Formazione per la Forza Lavoro: Ispezione degli Ingranaggi Paralleli,publish,formazione-per-la-forza-lavoro-ispezione-degli-ingranaggi-paralleli,"courses,on-demand-courses,online-workforce-training","courses,on-demand-courses,online-workforce-training",https://agmastag.wpenginepowered.com/event/formazione-per-la-forza-lavoro-ispezione-degli-ingranaggi-paralleli/,https://www.agma.org/event/formazione-per-la-forza-lavoro-ispezione-degli-ingranaggi-paralleli/,200,146,2313
